,Partners,date,DairyEggHoney,Cereal,Fish,FruitNut,LiveAnimal,Meat,Vegetables,TotalBalance,Rate Per Million
2257,Bosnia and Herzegovina,7/1/2019,-3109.0,-14375.0,-468.0,-2277.0,-2679.0,-15210.0,-1185.0,4344,0.0
2264,El Salvador,7/1/2019,-20116.0,-14518.0,-2405.0,-6911.0,571.0,-21750.0,-7441.0,-28923,0.0
2269,Greece,7/1/2019,-1280.0,-19665.0,16454.0,57229.0,-5374.0,-123997.0,-13631.0,-46617,0.0
2274,"Taipei, Chinese",7/1/2019,-53955.0,-123720.0,58975.0,-65562.0,-849.0,-140772.0,-22016.0,-304252,0.0
2275,El Salvador,9/1/2020,-16878.0,-17849.0,511.0,-8900.0,-60.0,-16810.0,-9454.0,-25365,362.0
2282,Switzerland,7/1/2019,-1109.0,-13167.0,-46551.0,-104130.0,-7970.0,-54998.0,-26039.0,-210317,0.0
2286,"Korea, Republic of",7/1/2019,-101278.0,-291436.0,-259287.0,-136590.0,-9204.0,-481292.0,-29975.0,-1265415,0.0
2291,France,9/1/2020,205562.0,311415.0,-367327.0,-337585.0,205192.0,-114209.0,-82499.0,-135376,970.0
2293,Japan,7/1/2019,-172122.0,-465686.0,-834747.0,-339621.0,2166.0,-1018518.0,-207515.0,-2992396,0.0
2296,Georgia,9/1/2020,-4571.0,-13988.0,-1805.0,23109.0,8168.0,-6114.0,-1832.0,47042,40.0
2298,Germany,9/1/2020,61964.0,-142206.0,-249933.0,-907290.0,-1136.0,98143.0,-445144.0,-1541527,213.0
2301,Greece,9/1/2020,3759.0,-27706.0,46157.0,60458.0,-7442.0,-95289.0,-8270.0,15742,294.0
2317,Iceland,9/1/2020,405.0,-1884.0,208226.0,-4946.0,795.0,-1531.0,-2091.0,243049,259.0
2326,Ireland,9/1/2020,235577.0,-43881.0,20766.0,-39431.0,10078.0,281598.0,-19556.0,489226,306.0
2333,Japan,9/1/2020,-135052.0,-457519.0,-669010.0,-236308.0,-9682.0,-708433.0,-167343.0,-2339272,90.0
2355,Lithuania,9/1/2020,26128.0,152852.0,-2799.0,-10163.0,1248.0,-2563.0,15065.0,223843,170.0
2361,Madagascar,9/1/2020,-2295.0,-19677.0,3635.0,354.0,-236.0,-19.0,4426.0,30263,33.0
2365,Malaysia,9/1/2020,-14834.0,-139559.0,-32465.0,-46310.0,13578.0,-66025.0,-59075.0,-300615,4.0
2371,France,8/1/2019,212800.0,431615.0,-316928.0,-294859.0,145791.0,-112150.0,-82229.0,27718,0.0
2372,Spain,8/1/2019,-35452.0,-441877.0,-236833.0,366588.0,7249.0,536300.0,178520.0,418173,0.0
2374,Brazil,8/1/2019,-18507.0,1094363.0,-39187.0,2484.0,49948.0,1172633.0,-30625.0,2274787,0.0
2376,Canada,8/1/2019,-15939.0,377790.0,212970.0,-263903.0,63873.0,307311.0,139079.0,864859,0.0
2380,United States of America,8/1/2019,165098.0,1177960.0,-943683.0,-256454.0,-90912.0,808486.0,-453075.0,451098,0.0
2382,Australia,8/1/2019,52703.0,167834.0,38772.0,170291.0,104861.0,918238.0,35475.0,1531852,0.0
2385,Turkey,8/1/2019,37053.0,-251437.0,60986.0,154634.0,-19753.0,43712.0,42946.0,111819,0.0
2387,Ireland,8/1/2019,303974.0,-38412.0,26569.0,-40240.0,8443.0,211365.0,-23836.0,491541,0.0
2388,Argentina,8/1/2019,65010.0,669270.0,192261.0,39701.0,-875.0,339493.0,48471.0,1397009,0.0
2390,New Zealand,8/1/2019,341312.0,-13904.0,87965.0,204710.0,15985.0,257366.0,10208.0,947320,0.0
2392,Russian Federation,8/1/2019,-222447.0,1012481.0,237027.0,-292017.0,-16267.0,-102404.0,-16161.0,643890,0.0
2394,Thailand,8/1/2019,-26884.0,191786.0,-85478.0,517877.0,16014.0,76110.0,-21403.0,711700,0.0
2395,New Zealand,9/1/2020,518352.0,-19733.0,84705.0,176439.0,5797.0,277656.0,8145.0,1095436,21.0
2396,United Kingdom,8/1/2019,-105865.0,-39533.0,-10839.0,-425241.0,22371.0,-195400.0,-237503.0,-948332,0.0
2400,Lithuania,8/1/2019,29918.0,75884.0,-1366.0,-16035.0,1145.0,-4979.0,2636.0,130881,0.0
2402,Czech Republic,8/1/2019,16176.0,32221.0,-12482.0,-49418.0,27232.0,-94357.0,-29537.0,-66487,0.0
2403,Costa Rica,8/1/2019,10065.0,-31724.0,1289.0,155333.0,-110.0,1302.0,13352.0,193185,0.0
2405,Norway,9/1/2020,-10552.0,-9623.0,852928.0,-60953.0,-1877.0,-10267.0,-26528.0,777203,139.0
2407,Madagascar,8/1/2019,-2636.0,-10225.0,7815.0,-75.0,-15.0,-35.0,5663.0,44170,0.0
2408,Paraguay,8/1/2019,-556.0,99456.0,-201.0,573.0,-1186.0,92949.0,-2011.0,232702,0.0
2411,Malaysia,8/1/2019,-34256.0,-142847.0,-12596.0,-37525.0,16643.0,-69630.0,-49219.0,-285752,0.0
2412,Serbia,8/1/2019,1371.0,37136.0,-4237.0,45819.0,2523.0,-6338.0,11006.0,130958,0.0
2415,Paraguay,9/1/2020,-299.0,65641.0,-274.0,652.0,-1170.0,96774.0,-1718.0,203681,1071.0
2416,South Africa,8/1/2019,1390.0,-60746.0,11284.0,452310.0,-7163.0,-34880.0,7899.0,413772,0.0
2418,Germany,8/1/2019,132124.0,-54929.0,-233952.0,-790344.0,-65978.0,170399.0,-373965.0,-1172967,0.0
2422,Portugal,8/1/2019,-34096.0,-107250.0,-107206.0,-19832.0,-7261.0,-104116.0,-9541.0,-345624,0.0
2423,Portugal,9/1/2020,-11830.0,-65899.0,-86065.0,-9493.0,-112.0,-73068.0,-9291.0,-211683,373.0
2424,Norway,8/1/2019,-5554.0,-15155.0,876457.0,-55188.0,-1893.0,-10089.0,-23425.0,808831,0.0
2427,"Bolivia, Plurinational State of",8/1/2019,-10.0,7987.0,-1119.0,16830.0,-1212.0,291.0,1620.0,68065,0.0
2428,Georgia,8/1/2019,-5343.0,-11649.0,-2532.0,5033.0,4347.0,-5409.0,-1375.0,26750,0.0
2436,Barbados,8/1/2019,-1900.0,-241.0,-879.0,-1351.0,64.0,-2219.0,-1318.0,35834,0.0
2439,Chile,8/1/2019,-17847.0,-81881.0,465729.0,339777.0,-1089.0,-58839.0,-4505.0,685023,0.0
2442,Iceland,8/1/2019,-468.0,-1994.0,128932.0,-4786.0,621.0,-1337.0,-2730.0,161916,0.0
2443,Serbia,9/1/2020,812.0,39512.0,-3295.0,39956.0,2284.0,-4844.0,9119.0,127619,232.0
2446,Bosnia and Herzegovina,8/1/2019,-3702.0,-12648.0,-412.0,-2209.0,-3113.0,-16150.0,521.0,5965,0.0
2454,El Salvador,8/1/2019,-17765.0,-30569.0,-5640.0,-8635.0,79.0,-18996.0,-8739.0,-46587,0.0
2456,South Africa,9/1/2020,1243.0,-70125.0,18367.0,393310.0,1087.0,-15632.0,2499.0,374824,601.0
2458,Greece,8/1/2019,-6913.0,-36408.0,26857.0,43500.0,-5324.0,-118657.0,-12314.0,-65581,0.0
2461,Spain,9/1/2020,-32664.0,-306521.0,-259686.0,382640.0,14614.0,733664.0,255964.0,832086,2284.0
2463,"Taipei, Chinese",8/1/2019,-54278.0,-79143.0,16055.0,-80288.0,68.0,-137737.0,-25775.0,-317420,0.0
2468,Switzerland,8/1/2019,7608.0,-16042.0,-44019.0,-90513.0,-5099.0,-47442.0,-27436.0,-179265,0.0
2469,Switzerland,9/1/2020,7414.0,-17664.0,-52668.0,-104864.0,-5572.0,-59155.0,-35251.0,-223685,453.0
2472,"Korea, Republic of",8/1/2019,-83334.0,-271410.0,-255067.0,-70741.0,-4184.0,-479339.0,-34035.0,-1154432,0.0
2475,Thailand,9/1/2020,-6069.0,171109.0,-169808.0,319510.0,58020.0,79506.0,15785.0,512128,1.0
2477,Japan,8/1/2019,-159231.0,-493997.0,-775395.0,-277701.0,-10782.0,-962976.0,-177795.0,-2814199,0.0
2483,Turkey,9/1/2020,35578.0,-258417.0,81919.0,403473.0,-12231.0,38864.0,66078.0,399339,234.0
2490,United Kingdom,9/1/2020,-168908.0,-138877.0,-67694.0,-434222.0,-12059.0,-224459.0,-250977.0,-1253121,253.0
2514,Argentina,10/1/2020,121750.0,511784.0,201160.0,11748.0,-185.0,287883.0,38846.0,1217091,3580.0
2519,Australia,10/1/2020,73436.0,133994.0,16056.0,30310.0,121964.0,829424.0,60240.0,1309529,10.0
2528,Barbados,10/1/2020,-2018.0,-1961.0,-831.0,-1511.0,183.0,-1744.0,-1262.0,34961,28.0
2539,Bosnia and Herzegovina,10/1/2020,-4305.0,-5810.0,18.0,-1485.0,-3260.0,-7911.0,-1343.0,20009,963.0
2542,Brazil,10/1/2020,-56296.0,674068.0,-37234.0,71564.0,16450.0,1310318.0,-12338.0,2010637,1830.0
2548,France,9/1/2019,216576.0,441716.0,-329020.0,-272123.0,189856.0,-100236.0,-73513.0,116965,0.0
2550,Spain,9/1/2019,-53254.0,-366212.0,-328992.0,315614.0,11694.0,541229.0,196765.0,360553,0.0
2552,Brazil,9/1/2019,-29756.0,929163.0,-47050.0,32587.0,38313.0,1292861.0,-25961.0,2233866,0.0
2553,Canada,9/1/2019,-24472.0,353345.0,164660.0,-290711.0,59050.0,308777.0,311243.0,925601,0.0
2554,Canada,10/1/2020,-39214.0,640110.0,80989.0,-318330.0,72109.0,422549.0,317135.0,1219453,563.0
2557,United States of America,9/1/2019,181090.0,850721.0,-941880.0,-244544.0,-122990.0,752689.0,-508591.0,10204,0.0
2559,Chile,10/1/2020,-17516.0,-133337.0,373891.0,272843.0,9218.0,-39095.0,-11820.0,498289,1228.0
2560,Australia,9/1/2019,61974.0,212310.0,4187.0,91959.0,118155.0,933515.0,47844.0,1513653,0.0
2564,Turkey,9/1/2019,39257.0,-237957.0,56888.0,400408.0,-89631.0,52350.0,46505.0,311529,0.0
2565,Ireland,9/1/2019,257356.0,-25762.0,21235.0,-41187.0,10873.0,191476.0,-19803.0,437897,0.0
2567,Argentina,9/1/2019,69284.0,615312.0,129514.0,28977.0,-255.0,353750.0,54720.0,1295011,0.0
2568,Costa Rica,10/1/2020,4557.0,-24950.0,-1867.0,151684.0,-237.0,3198.0,9513.0,186003,3115.0
2569,New Zealand,9/1/2019,549832.0,-28952.0,103069.0,147989.0,12249.0,262554.0,8138.0,1098588,0.0
2570,Russian Federation,9/1/2019,-227348.0,857457.0,270259.0,-287737.0,-13453.0,-82583.0,-4152.0,556152,0.0
2572,Thailand,9/1/2019,-16084.0,246049.0,-92495.0,149871.0,18191.0,75638.0,-43282.0,381597,0.0
2573,United Kingdom,9/1/2019,-146401.0,56690.0,-47400.0,-455738.0,17519.0,-230341.0,-244914.0,-1006876,0.0
2576,Lithuania,9/1/2019,35020.0,60012.0,-414.0,-12879.0,3624.0,-3119.0,6031.0,131984,0.0
2577,Czech Republic,9/1/2019,7689.0,28279.0,-6070.0,-45812.0,28429.0,-90727.0,-29152.0,-63655,0.0
2579,Costa Rica,9/1/2019,8600.0,-34489.0,-214.0,177470.0,15.0,1983.0,11768.0,208842,0.0
2584,Madagascar,9/1/2019,-1869.0,-16021.0,2336.0,253.0,-216.0,4.0,4888.0,33084,0.0
2586,Paraguay,9/1/2019,-1372.0,86231.0,-369.0,1018.0,-974.0,113626.0,-1623.0,240246,0.0
2588,El Salvador,10/1/2020,-21239.0,-13568.0,-2769.0,-9991.0,200.0,-18481.0,-9276.0,-31019,295.0
2589,Malaysia,9/1/2019,-17431.0,-122758.0,-22646.0,-39286.0,11063.0,-59768.0,-53028.0,-260145,0.0
2590,Serbia,9/1/2019,2097.0,20342.0,-2782.0,33445.0,1897.0,-6145.0,9720.0,102283,0.0
2595,South Africa,9/1/2019,3881.0,-140935.0,14397.0,366057.0,2486.0,-18095.0,5260.0,276760,0.0
2597,Portugal,9/1/2019,-16108.0,-65662.0,-82338.0,-8633.0,2663.0,-83840.0,-2753.0,-212962,0.0
2599,Germany,9/1/2019,118747.0,-86045.0,-240481.0,-720593.0,-36499.0,133678.0,-327776.0,-1115260,0.0
2601,Georgia,9/1/2019,-5950.0,-14584.0,-2630.0,11321.0,4047.0,-6990.0,-1621.0,27302,0.0
2604,France,10/1/2020,293113.0,428320.0,-351360.0,-375450.0,224806.0,-67282.0,-82590.0,113662,2409.0
2605,"Bolivia, Plurinational State of",9/1/2019,281.0,5485.0,-848.0,11545.0,-807.0,1981.0,1580.0,62926,0.0
2606,Norway,9/1/2019,-6040.0,-10384.0,885855.0,-54355.0,-1161.0,-7234.0,-24378.0,826012,0.0
2609,Georgia,10/1/2020,-4779.0,-9755.0,-1668.0,20883.0,9850.0,-8475.0,-2631.0,47530,930.0
2611,Germany,10/1/2020,51332.0,-91930.0,-250795.0,-822388.0,8372.0,56261.0,-431329.0,-1436372,316.0
2614,Greece,10/1/2020,-8776.0,-21571.0,45323.0,64643.0,-7586.0,-98705.0,-9281.0,8152,433.0
2615,Barbados,9/1/2019,-1977.0,-2204.0,-844.0,-849.0,44.0,-2243.0,-763.0,34873,0.0
2616,Chile,9/1/2019,-14399.0,-92869.0,418033.0,257127.0,-796.0,-28994.0,-4591.0,577220,0.0
2620,Iceland,9/1/2019,221.0,-1288.0,162332.0,-5626.0,1380.0,-1208.0,-2820.0,196700,0.0
2624,Bosnia and Herzegovina,9/1/2019,-3458.0,-10859.0,-510.0,-1477.0,-2916.0,-13423.0,423.0,11489,0.0
2630,Iceland,10/1/2020,126.0,-1216.0,176217.0,-4807.0,2132.0,1386.0,-2330.0,215613,1640.0
2631,El Salvador,9/1/2019,-17936.0,-16727.0,-469.0,-9585.0,-30.0,-17343.0,-9399.0,-27780,0.0
2636,Greece,9/1/2019,-16978.0,-22203.0,22058.0,54910.0,-7475.0,-116067.0,-10042.0,-52088,0.0
2639,Ireland,10/1/2020,212104.0,-24701.0,18070.0,-40635.0,-1237.0,258099.0,-19995.0,445810,918.0
2642,"Taipei, Chinese",9/1/2019,-43083.0,-172597.0,52855.0,-66270.0,8.0,-134581.0,-31014.0,-350973,0.0
2646,Japan,10/1/2020,-154702.0,-446168.0,-765088.0,-242423.0,-32214.0,-793516.0,-187689.0,-2577695,53.0
2649,Switzerland,9/1/2019,14263.0,-19485.0,-43753.0,-88458.0,-6302.0,-51572.0,-29208.0,-180806,0.0
2654,"Korea, Republic of",9/1/2019,-67359.0,-257204.0,-239654.0,-50189.0,-4446.0,-370026.0,-34624.0,-979793,0.0
2659,Japan,9/1/2019,-142729.0,-496633.0,-784801.0,-231043.0,-15112.0,-883006.0,-186712.0,-2696327,0.0
2668,Lithuania,10/1/2020,21388.0,153946.0,-2818.0,-10558.0,2649.0,-2403.0,19365.0,225674,476.0
2674,Madagascar,10/1/2020,-1795.0,-24070.0,8368.0,637.0,-59.0,43.0,4391.0,31620,19.0
2678,Malaysia,10/1/2020,-14190.0,-152776.0,-29579.0,-47289.0,9773.0,-75094.0,-53671.0,-318721,44.0
2708,New Zealand,10/1/2020,836345.0,-14625.0,89494.0,87846.0,3609.0,292179.0,7588.0,1346541,8.0
2718,Norway,10/1/2020,-11233.0,-8405.0,1051549.0,-65453.0,-2095.0,-10456.0,-28483.0,969529,275.0
2728,Paraguay,10/1/2020,-476.0,84914.0,-312.0,-196.0,-1193.0,120798.0,-1475.0,246165,1480.0
2736,Portugal,10/1/2020,-19485.0,-56273.0,-101649.0,-7993.0,2025.0,-75208.0,-5841.0,-220319,983.0
2737,France,10/1/2019,274218.0,508642.0,-362537.0,-325484.0,215603.0,-68471.0,-44148.0,241562,0.0
2738,Spain,10/1/2019,-34931.0,-404508.0,-395718.0,462473.0,21177.0,704873.0,321055.0,718160,0.0
2741,Canada,10/1/2019,-34276.0,502949.0,79633.0,-300887.0,58884.0,346413.0,166135.0,862590,0.0
2742,Brazil,10/1/2019,-21260.0,821035.0,-61544.0,77205.0,42085.0,1482768.0,-20864.0,2363164,0.0
2745,United States of America,10/1/2019,184910.0,927507.0,-1066933.0,162684.0,-136286.0,777164.0,-573908.0,318877,0.0
2749,Australia,10/1/2019,72436.0,151832.0,-9657.0,19547.0,111058.0,1003803.0,59736.0,1452494,0.0
2752,Turkey,10/1/2019,48024.0,-294016.0,48801.0,561773.0,-36146.0,50428.0,48380.0,470983,0.0
2753,Ireland,10/1/2019,229849.0,-25843.0,25372.0,-39388.0,25018.0,232064.0,-22896.0,467915,0.0
2755,Argentina,10/1/2019,109839.0,594581.0,167743.0,33094.0,-1640.0,417522.0,60585.0,1425463,0.0
2756,Serbia,10/1/2020,-1015.0,81824.0,-4374.0,38908.0,6977.0,-6913.0,5329.0,164841,141.0
2757,New Zealand,10/1/2019,916383.0,-14517.0,78072.0,69973.0,11474.0,349663.0,6125.0,1460912,0.0
2759,Russian Federation,10/1/2019,-238481.0,823199.0,335153.0,-428187.0,-20804.0,-69695.0,-31688.0,413236,0.0
2760,Thailand,10/1/2019,-12673.0,237579.0,-129260.0,86476.0,30423.0,80139.0,1474.0,337897,0.0
2762,United Kingdom,10/1/2019,-150059.0,14509.0,-38728.0,-500946.0,-78864.0,-244617.0,-263725.0,-1218691,0.0
2766,Lithuania,10/1/2019,38685.0,93870.0,-6763.0,-12116.0,879.0,-1930.0,7498.0,163862,0.0
2767,Czech Republic,10/1/2019,3236.0,30156.0,-7166.0,-55783.0,37721.0,-99902.0,-35278.0,-83277,0.0
2768,Costa Rica,10/1/2019,6622.0,-29553.0,2104.0,166315.0,232.0,967.0,9035.0,199461,0.0
2769,South Africa,10/1/2020,6330.0,-27030.0,17963.0,209036.0,-8479.0,-18336.0,670.0,224259,342.0
2772,Madagascar,10/1/2019,-2776.0,-10238.0,6983.0,407.0,-79.0,-9.0,4361.0,42388,0.0
2773,Paraguay,10/1/2019,-3471.0,77979.0,-214.0,193.0,-1134.0,102871.0,-969.0,218994,0.0
2774,Spain,10/1/2020,-11351.0,-300405.0,-277097.0,593191.0,18001.0,842096.0,452741.0,1361281,3272.0
2776,Malaysia,10/1/2019,-16965.0,-155504.0,-30172.0,-35244.0,12965.0,-67706.0,-55796.0,-304683,0.0
2777,Serbia,10/1/2019,-176.0,40474.0,-5550.0,30637.0,1262.0,-7389.0,6781.0,109778,0.0
2781,South Africa,10/1/2019,2029.0,-62884.0,17436.0,169165.0,-4859.0,-16495.0,6114.0,154245,0.0
2782,Switzerland,10/1/2020,24829.0,-14365.0,-51532.0,-126180.0,-11277.0,-49253.0,-47832.0,-231505,578.0
2783,Portugal,10/1/2019,-19041.0,-53106.0,-105660.0,2086.0,-3556.0,-87477.0,-3897.0,-226912,0.0
2785,Germany,10/1/2019,130427.0,-122249.0,-281656.0,-732764.0,-51673.0,223242.0,-333337.0,-1124271,0.0
2786,Georgia,10/1/2019,-7234.0,-11872.0,-2757.0,12661.0,3017.0,-9762.0,-1751.0,26041,0.0
2788,Thailand,10/1/2020,-10894.0,192202.0,-192669.0,113289.0,44091.0,81191.0,-4164.0,267151,1.0
2789,"Bolivia, Plurinational State of",10/1/2019,-479.0,6153.0,-1023.0,12702.0,-741.0,2086.0,559.0,62996,0.0
2793,Norway,10/1/2019,-6998.0,-12037.0,1105084.0,-62534.0,-1529.0,-2830.0,-25505.0,1037390,0.0
2796,Turkey,10/1/2020,60377.0,-191426.0,75012.0,437532.0,-24915.0,49127.0,77487.0,527299,259.0
2797,Barbados,10/1/2019,-2640.0,-1663.0,-1693.0,-1752.0,56.0,-2858.0,-1613.0,31576,0.0
2799,Chile,10/1/2019,-10039.0,-61472.0,512422.0,208077.0,-1302.0,-19020.0,-4416.0,667989,0.0
2803,United Kingdom,10/1/2020,-118526.0,-102686.0,-50307.0,-494567.0,-85591.0,-201537.0,-257442.0,-1266551,1154.0
2804,Iceland,10/1/2019,-144.0,-932.0,224234.0,-5115.0,1646.0,349.0,-2484.0,261293,0.0
2808,Bosnia and Herzegovina,10/1/2019,-3758.0,-9954.0,-1261.0,-3621.0,-1547.0,-15072.0,-1979.0,6547,0.0
2812,El Salvador,10/1/2019,-17212.0,-20400.0,-2173.0,-8919.0,140.0,-22442.0,-7765.0,-35032,0.0
2816,Greece,10/1/2019,-29455.0,-31242.0,16715.0,58267.0,-6120.0,-112800.0,-7397.0,-68293,0.0
2819,"Taipei, Chinese",10/1/2019,-47727.0,-85454.0,15027.0,-66794.0,413.0,-131038.0,-22165.0,-293999,0.0
2824,Switzerland,10/1/2019,21010.0,-13838.0,-50534.0,-107909.0,-10799.0,-51151.0,-34941.0,-204423,0.0
2827,Argentina,11/1/2020,123589.0,338007.0,98315.0,5313.0,-2717.0,302864.0,35215.0,944722,4031.0
2830,"Korea, Republic of",10/1/2019,-72178.0,-297766.0,-244772.0,-72599.0,-2141.0,-387710.0,-39235.0,-1072662,0.0
2832,Australia,11/1/2020,72016.0,191451.0,-8250.0,20295.0,73225.0,855002.0,83492.0,1331367,8.0
2836,Japan,10/1/2019,-152891.0,-489827.0,-846133.0,-242933.0,-29607.0,-959142.0,-200764.0,-2877558,0.0
2841,Barbados,11/1/2020,-3168.0,-331.0,-1156.0,-1655.0,169.0,-2685.0,-1368.0,33942,56.0
2852,Bosnia and Herzegovina,11/1/2020,-4574.0,-5836.0,-396.0,-3162.0,-3133.0,-15927.0,-328.0,10780,5330.0
2855,Brazil,11/1/2020,-51734.0,707447.0,-50067.0,73952.0,22160.0,1392315.0,-16442.0,2121767,1502.0
2867,Canada,11/1/2020,-32549.0,706709.0,75776.0,-366682.0,76193.0,410708.0,131772.0,1046063,1017.0
2872,Chile,11/1/2020,-21780.0,-84866.0,385948.0,197787.0,-565.0,-42405.0,-6295.0,471960,1046.0
2881,Costa Rica,11/1/2020,4589.0,-20987.0,-2081.0,181347.0,-310.0,3568.0,12191.0,222453,2813.0
2901,El Salvador,11/1/2020,-16751.0,-23380.0,-1194.0,-9798.0,389.0,-16722.0,-10103.0,-33423,360.0
2914,France,11/1/2019,262799.0,440016.0,-348632.0,-326109.0,197445.0,-76784.0,-64214.0,128291,0.0
2916,Spain,11/1/2019,-39346.0,-255416.0,-226086.0,607290.0,22550.0,754298.0,586636.0,1493696,0.0
2917,France,11/1/2020,298874.0,489608.0,-331715.0,-363968.0,170053.0,-30913.0,-97726.0,178349,7697.0
2919,Canada,11/1/2019,-28364.0,442405.0,99792.0,-344660.0,69173.0,344266.0,74120.0,700502,0.0
2921,Brazil,11/1/2019,-22760.0,593313.0,-76818.0,47082.0,32840.0,1420872.0,-20409.0,2017890,0.0
2922,Georgia,11/1/2020,-5594.0,-10453.0,-2551.0,17300.0,8451.0,-6659.0,-2094.0,42536,5842.0
2924,Germany,11/1/2020,-7984.0,-12269.0,-249490.0,-847441.0,1478.0,-28526.0,-513062.0,-1613158,2094.0
2926,United States of America,11/1/2019,241322.0,910363.0,-1131767.0,325164.0,-191698.0,894776.0,-561739.0,530191,0.0
2927,Greece,11/1/2020,-23026.0,-20552.0,42507.0,76070.0,-5493.0,-87337.0,-8114.0,18191,1500.0
2928,Australia,11/1/2019,68561.0,129003.0,9100.0,26345.0,140215.0,1080999.0,59195.0,1557188,0.0
2931,Turkey,11/1/2019,42058.0,-342924.0,51185.0,526868.0,-51436.0,56846.0,97425.0,423792,0.0
2932,Ireland,11/1/2019,180156.0,-30046.0,23134.0,-41714.0,53684.0,228960.0,-21506.0,436438,0.0
2933,Argentina,11/1/2019,102299.0,609764.0,143799.0,31483.0,902.0,384447.0,57249.0,1373713,0.0
2935,New Zealand,11/1/2019,1155585.0,-4813.0,79219.0,13261.0,8319.0,390093.0,7770.0,1693204,0.0
2936,Russian Federation,11/1/2019,-244525.0,641656.0,272748.0,-467509.0,-17043.0,-98230.0,-80768.0,50099,0.0
2937,Thailand,11/1/2019,-35795.0,319666.0,-117607.0,83963.0,28426.0,97302.0,-26309.0,393416,0.0
2939,United Kingdom,11/1/2019,-130954.0,-46219.0,-27482.0,-489543.0,-20944.0,-228256.0,-275972.0,-1175600,0.0
2942,Lithuania,11/1/2019,25199.0,61872.0,1739.0,-14945.0,2827.0,-2981.0,377.0,117858,0.0
2943,Iceland,11/1/2020,-289.0,-1832.0,139030.0,-5478.0,1218.0,769.0,-2586.0,174968,2432.0
2944,Czech Republic,11/1/2019,516.0,34300.0,-5768.0,-57882.0,32337.0,-103360.0,-39632.0,-95719,0.0
2946,Costa Rica,11/1/2019,11210.0,-36727.0,2522.0,171025.0,-195.0,7250.0,13115.0,211970,0.0
2950,Madagascar,11/1/2019,-2474.0,-16783.0,11793.0,10107.0,8.0,3.0,2255.0,48679,0.0
2951,Paraguay,11/1/2019,-1274.0,83825.0,-238.0,-520.0,-1318.0,102971.0,-1237.0,225979,0.0
2952,Ireland,11/1/2020,185413.0,-55185.0,23804.0,-39685.0,-16727.0,254095.0,-18152.0,377699,2416.0
2955,Malaysia,11/1/2019,-34650.0,-109945.0,-34681.0,-39374.0,10922.0,-55474.0,-55815.0,-275247,0.0
2957,Serbia,11/1/2019,3.0,39932.0,-4210.0,37674.0,2766.0,-7107.0,3990.0,116818,0.0
2959,Japan,11/1/2020,-139786.0,-383275.0,-845723.0,-229824.0,-33756.0,-783202.0,-184540.0,-2555970,70.0
2962,South Africa,11/1/2019,4293.0,-31701.0,9662.0,122461.0,-8005.0,-20401.0,8587.0,128666,0.0
2964,Portugal,11/1/2019,-7039.0,-28781.0,-101142.0,25687.0,-12129.0,-79339.0,-9732.0,-168705,0.0
2967,Germany,11/1/2019,38860.0,-89545.0,-243368.0,-819567.0,-16052.0,219567.0,-431801.0,-1298136,0.0
2968,Georgia,11/1/2019,-6374.0,-11125.0,-3471.0,13038.0,3675.0,-8360.0,-2203.0,28950,0.0
2972,"Bolivia, Plurinational State of",11/1/2019,71.0,3370.0,-572.0,9347.0,-814.0,538.0,72.0,55782,0.0
2978,Norway,11/1/2019,-6808.0,-6200.0,1057372.0,-60684.0,-761.0,-3190.0,-37881.0,985618,0.0
2979,Barbados,11/1/2019,-2399.0,-2533.0,-1997.0,-1679.0,36.0,-2321.0,-1532.0,31345,0.0
2981,Lithuania,11/1/2020,20369.0,114197.0,1710.0,-13162.0,2365.0,-1924.0,5386.0,173077,3044.0
2982,Chile,11/1/2019,-6844.0,-67982.0,470126.0,172581.0,-951.0,-31720.0,-3051.0,575929,0.0
2984,Iceland,11/1/2019,-319.0,-2156.0,157628.0,-4916.0,741.0,3874.0,-2394.0,196228,0.0
2987,Madagascar,11/1/2020,-1573.0,-17453.0,3315.0,10585.0,-39.0,-16.0,2978.0,41933,11.0
2988,Bosnia and Herzegovina,11/1/2019,-4192.0,-6821.0,-752.0,-4735.0,-2914.0,-16113.0,-1475.0,6768,0.0
2991,Malaysia,11/1/2020,-22935.0,-116598.0,-33228.0,-53404.0,15009.0,-67296.0,-63912.0,-298228,366.0
2998,El Salvador,11/1/2019,-15344.0,-23670.0,-1148.0,-9410.0,121.0,-23142.0,-6028.0,-34851,0.0
3004,Greece,11/1/2019,-25208.0,-32459.0,25786.0,64152.0,-5008.0,-96431.0,-5319.0,-30717,0.0
3006,"Taipei, Chinese",11/1/2019,-47387.0,-145939.0,12376.0,-76937.0,-310.0,-117676.0,-13743.0,-345846,0.0
3013,Switzerland,11/1/2019,29867.0,-15327.0,-57374.0,-108680.0,-9275.0,-48482.0,-54049.0,-219550,0.0
3018,"Korea, Republic of",11/1/2019,-72612.0,-262097.0,-280837.0,-88043.0,-5022.0,-422496.0,-40380.0,-1127717,0.0
3021,New Zealand,11/1/2020,1249933.0,-12093.0,86251.0,30802.0,49555.0,370373.0,8568.0,1827525,15.0
3026,Japan,11/1/2019,-163644.0,-513082.0,-911671.0,-223217.0,-21083.0,-875625.0,-194864.0,-2859416,0.0
3031,Norway,11/1/2020,-10157.0,-9289.0,939546.0,-64387.0,-1580.0,-15871.0,-39125.0,843273,764.0
